,destination_facility,disposal,report_quarter,report_year,total_adc,transformation,county_id
38,Madeline Disposal Facility,8.0,1,1996,639.5,0.0,18
39,Ravendale Disposal,8.83,1,1996,639.5,0.0,18
40,Sierra Army Depot,146.0,1,1996,639.5,0.0,18
41,Westwood Landfill,122.78,1,1996,639.5,0.0,18
43,Bass Hill Landfill,2869.31,2,1996,291.06,0.0,18
44,Herlong Disposal Facility (Landfill),202.17,2,1996,291.06,0.0,18
45,Madeline Disposal Facility,7.0,2,1996,291.06,0.0,18
46,Ravendale Disposal,6.04,2,1996,291.06,0.0,18
47,Sierra Army Depot,145.0,2,1996,291.06,0.0,18
48,Westwood Landfill,160.22,2,1996,291.06,0.0,18
50,Bass Hill Landfill,3513.22,3,1996,164.0,0.0,18
51,Herlong Disposal Facility (Landfill),236.22,3,1996,164.0,0.0,18
52,Madeline Disposal Facility,8.0,3,1996,164.0,0.0,18
53,Ravendale Disposal,9.64,3,1996,164.0,0.0,18
54,Sierra Army Depot,115.0,3,1996,164.0,0.0,18
55,Westwood Landfill,173.06,3,1996,164.0,0.0,18
57,Bass Hill Landfill,2656.46,4,1996,164.0,0.0,18
58,Herlong Disposal Facility (Landfill),107.72,4,1996,164.0,0.0,18
59,Madeline Disposal Facility,5.0,4,1996,164.0,0.0,18
60,Ravendale Disposal,5.69,4,1996,164.0,0.0,18
61,Sierra Army Depot,2201.0,4,1996,164.0,0.0,18
62,Westwood Landfill,138.06,4,1996,164.0,0.0,18
65,Bass Hill Landfill,3307.3,1,1997,10.0,0.0,18
66,Herlong Disposal Facility (Landfill),110.68,1,1997,10.0,0.0,18
67,Madeline Disposal Facility,5.0,1,1997,10.0,0.0,18
68,Ravendale Disposal,1.86,1,1997,10.0,0.0,18
69,Sierra Army Depot,152.0,1,1997,10.0,0.0,18
70,Westwood Landfill,111.25,1,1997,10.0,0.0,18
72,Bass Hill Landfill,3003.8,2,1997,10.0,0.0,18
73,Herlong Disposal Facility (Landfill),194.29,2,1997,10.0,0.0,18
74,Sierra Army Depot,322.0,2,1997,10.0,0.0,18
75,Westwood Landfill,211.17,2,1997,10.0,0.0,18
77,Bass Hill Landfill,3472.0,3,1997,10.0,0.0,18
78,Herlong Disposal Facility (Landfill),108.0,3,1997,10.0,0.0,18
79,Sierra Army Depot,126.0,3,1997,10.0,0.0,18
80,Westwood Landfill,72.0,3,1997,10.0,0.0,18
82,Bass Hill Landfill,2923.0,4,1997,10.0,0.0,18
83,Sierra Army Depot,147.0,4,1997,10.0,0.0,18
84,Westwood Landfill,122.0,4,1997,10.0,0.0,18
87,Bass Hill Landfill,2809.0,1,1998,272.0,0.0,18
88,Sierra Army Depot,721.0,1,1998,272.0,0.0,18
89,Westwood Landfill,82.0,1,1998,272.0,0.0,18
91,Bass Hill Landfill,3060.0,2,1998,21.0,0.0,18
92,Sierra Army Depot,720.0,2,1998,21.0,0.0,18
93,Westwood Landfill,311.0,2,1998,21.0,0.0,18
95,Bass Hill Landfill,3515.0,3,1998,2.0,0.0,18
96,Herlong Disposal Facility (Landfill),34.0,3,1998,2.0,0.0,18
97,Sierra Army Depot,113.0,3,1998,2.0,0.0,18
98,Westwood Landfill,192.0,3,1998,2.0,0.0,18
100,Bass Hill Landfill,2847.0,4,1998,22.0,0.0,18
101,Westwood Landfill,111.0,4,1998,22.0,0.0,18
104,Bass Hill Landfill,2531.0,1,1999,120.0,0.0,18
105,Sierra Army Depot,221.0,1,1999,120.0,0.0,18
106,Westwood Landfill,94.0,1,1999,120.0,0.0,18
108,Bass Hill Landfill,3427.0,2,1999,325.76,0.0,18
109,Westwood Landfill,303.0,2,1999,325.76,0.0,18
111,Bass Hill Landfill,3427.77,3,1999,493.0,0.0,18
112,Westwood Landfill,163.0,3,1999,493.0,0.0,18
114,Bass Hill Landfill,3378.0,4,1999,493.0,0.0,18
115,Westwood Landfill,126.0,4,1999,493.0,0.0,18
118,Bass Hill Landfill,2501.0,1,2000,299.0,0.0,18
119,Herlong Disposal Facility (Landfill),111.0,1,2000,299.0,0.0,18
120,Westwood Landfill,90.0,1,2000,299.0,0.0,18
122,Bass Hill Landfill,2585.0,2,2000,271.0,0.0,18
123,Westwood Landfill,369.0,2,2000,271.0,0.0,18
125,Bass Hill Landfill,3360.0,3,2000,637.0,0.0,18
126,Westwood Landfill,168.0,3,2000,637.0,0.0,18
128,Bass Hill Landfill,2253.0,4,2000,617.0,0.0,18
129,Westwood Landfill,44.0,4,2000,617.0,0.0,18
132,Bass Hill Landfill,2541.0,1,2001,2.71,0.0,18
133,Sierra Army Depot,90.0,1,2001,2.71,0.0,18
134,Westwood Landfill,81.0,1,2001,2.71,0.0,18
136,Bass Hill Landfill,3550.0,2,2001,250.0,0.0,18
137,Westwood Landfill,117.0,2,2001,250.0,0.0,18
139,Bass Hill Landfill,3902.0,3,2001,458.33,0.0,18
140,Westwood Landfill,463.0,3,2001,458.33,0.0,18
142,Bass Hill Landfill,1947.0,4,2001,635.25,0.0,18
143,Westwood Landfill,2.0,4,2001,635.25,0.0,18
146,Bass Hill Landfill,4917.0,1,2002,1099.0,0.0,18
147,Westwood Landfill,82.0,1,2002,1099.0,0.0,18
149,Bass Hill Landfill,5323.0,2,2002,12.0,0.0,18
150,Westwood Landfill,162.0,2,2002,12.0,0.0,18
152,Bass Hill Landfill,5920.0,3,2002,715.0,0.0,18
153,Westwood Landfill,1.0,3,2002,715.0,0.0,18
155,Bass Hill Landfill,4041.0,4,2002,118.0,0.0,18
156,Westwood Landfill,272.0,4,2002,118.0,0.0,18
159,Bass Hill Landfill,5168.0,1,2003,267.0,0.0,18
160,Westwood Landfill,297.0,1,2003,267.0,0.0,18
162,Bass Hill Landfill,5607.0,2,2003,400.0,0.0,18
163,Westwood Landfill,593.0,2,2003,400.0,0.0,18
165,Bass Hill Landfill,6289.0,3,2003,249.0,0.0,18
166,Westwood Landfill,533.0,3,2003,249.0,0.0,18
168,Bass Hill Landfill,5300.0,4,2003,1096.0,0.0,18
169,Westwood Landfill,214.0,4,2003,1096.0,0.0,18
172,Bass Hill Landfill,4989.0,1,2004,733.0,0.0,18
173,Westwood Landfill,314.0,1,2004,733.0,0.0,18
175,Bass Hill Landfill,6183.0,2,2004,583.0,0.0,18
176,Westwood Landfill,539.0,2,2004,583.0,0.0,18
178,Bass Hill Landfill,6203.0,3,2004,1086.0,0.0,18
179,Westwood Landfill,677.0,3,2004,1086.0,0.0,18
181,Bass Hill Landfill,5082.0,4,2004,624.0,0.0,18
182,Westwood Landfill,630.0,4,2004,624.0,0.0,18
185,Bass Hill Landfill,4676.0,1,2005,3868.0,0.0,18
186,Westwood Landfill,261.0,1,2005,3868.0,0.0,18
188,Bass Hill Landfill,6409.0,2,2005,2215.0,0.0,18
189,Westwood Landfill,321.0,2,2005,2215.0,0.0,18
191,Bass Hill Landfill,6591.0,3,2005,439.0,0.0,18
192,Westwood Landfill,406.0,3,2005,439.0,0.0,18
194,Bass Hill Landfill,5359.0,4,2005,521.0,0.0,18
195,Westwood Landfill,356.0,4,2005,521.0,0.0,18
198,Bass Hill Landfill,5051.0,1,2006,806.0,0.0,18
199,Westwood Landfill,169.0,1,2006,806.0,0.0,18
201,Bass Hill Landfill,6289.0,2,2006,576.0,0.0,18
202,Westwood Landfill,290.0,2,2006,576.0,0.0,18
204,Bass Hill Landfill,7040.0,3,2006,406.0,0.0,18
205,Westwood Landfill,456.0,3,2006,406.0,0.0,18
207,Bass Hill Landfill,5562.0,4,2006,441.0,0.0,18
208,Westwood Landfill,235.0,4,2006,441.0,0.0,18
211,Bass Hill Landfill,4814.0,1,2007,497.0,0.0,18
212,Westwood Landfill,161.0,1,2007,497.0,0.0,18
214,Bass Hill Landfill,4995.0,2,2007,318.0,0.0,18
215,Westwood Landfill,266.0,2,2007,318.0,0.0,18
217,Bass Hill Landfill,5513.0,3,2007,298.0,0.0,18
218,Westwood Landfill,318.0,3,2007,113.0,0.0,18
220,Bass Hill Landfill,5121.0,4,2007,265.0,0.0,18
221,Westwood Landfill,210.0,4,2007,75.0,0.0,18
224,Bass Hill Landfill,4632.0,1,2008,747.0,0.0,18
225,Westwood Landfill,193.0,1,2008,238.0,0.0,18
227,Bass Hill Landfill,5697.0,2,2008,434.0,0.0,18
228,Westwood Landfill,274.0,2,2008,153.0,0.0,18
230,Bass Hill Landfill,5785.0,3,2008,402.0,0.0,18
231,Westwood Landfill,333.0,3,2008,185.0,0.0,18
233,Bass Hill Landfill,5025.0,4,2008,690.0,0.0,18
234,Westwood Landfill,118.0,4,2008,100.0,0.0,18
237,Bass Hill Landfill,4476.0,1,2009,1003.0,0.0,18
238,Westwood Landfill,4476.0,1,2009,130.0,0.0,18
240,Bass Hill Landfill,5479.0,2,2009,241.0,0.0,18
241,Westwood Landfill,47.0,2,2009,170.0,0.0,18
243,Bass Hill Landfill,5637.0,3,2009,237.0,0.0,18
244,Westwood Landfill,37.0,3,2009,50.0,0.0,18
246,Bass Hill Landfill,4851.0,4,2009,264.0,0.0,18
247,Westwood Landfill,6.0,4,2009,264.0,0.0,18
250,Bass Hill Landfill,4772.0,1,2010,797.0,0.0,18
251,Westwood Landfill,4772.0,1,2010,133.0,0.0,18
253,Bass Hill Landfill,5257.0,2,2010,532.0,0.0,18
254,Westwood Landfill,13.0,2,2010,277.0,0.0,18
256,Bass Hill Landfill,5309.0,3,2010,451.0,0.0,18
257,Westwood Landfill,12.0,3,2010,121.0,0.0,18
259,Bass Hill Landfill,4446.0,4,2010,381.0,0.0,18
260,Westwood Landfill,4446.0,4,2010,95.0,0.0,18
263,Bass Hill Landfill,4117.0,1,2011,578.0,0.0,18
265,Bass Hill Landfill,5348.0,2,2011,471.0,0.0,18
266,Westwood Landfill,16.0,2,2011,471.0,0.0,18
268,Bass Hill Landfill,5250.0,3,2011,587.0,0.0,18
269,Westwood Landfill,25.0,3,2011,587.0,0.0,18
271,Bass Hill Landfill,4671.0,4,2011,572.0,0.0,18
272,Westwood Landfill,13.0,4,2011,572.0,0.0,18
275,Bass Hill Landfill,3890.0,1,2012,539.0,0.0,18
277,Bass Hill Landfill,4752.0,2,2012,537.0,0.0,18
278,Westwood Landfill,17.0,2,2012,537.0,0.0,18
280,Bass Hill Landfill,4777.0,3,2012,503.0,0.0,18
281,Westwood Landfill,4.0,3,2012,4.0,0.0,18
283,Bass Hill Landfill,4173.0,4,2012,736.0,0.0,18
284,Westwood Landfill,2.0,4,2012,736.0,0.0,18
287,Bass Hill Landfill,3660.0,1,2013,671.0,0.0,18
289,Bass Hill Landfill,5536.0,2,2013,522.0,0.0,18
290,Westwood Landfill,60.0,2,2013,522.0,0.0,18
292,Bass Hill Landfill,4703.0,3,2013,656.0,0.0,18
293,Westwood Landfill,28.0,3,2013,656.0,0.0,18
295,Bass Hill Landfill,4001.0,4,2013,556.0,0.0,18
296,Westwood Landfill,55.0,4,2013,556.0,0.0,18
299,Bass Hill Landfill,5110.0,1,2014,428.0,0.0,18
300,Westwood Landfill,4.0,1,2014,428.0,0.0,18
302,Bass Hill Landfill,4584.0,2,2014,433.0,0.0,18
303,Westwood Landfill,22.0,2,2014,433.0,0.0,18
305,Bass Hill Landfill,4805.0,3,2014,576.0,0.0,18
306,Westwood Landfill,32.0,3,2014,576.0,0.0,18
308,Bass Hill Landfill,5126.0,4,2014,662.0,0.0,18
309,Westwood Landfill,21.0,4,2014,662.0,0.0,18
312,Bass Hill Landfill,4858.0,1,2015,460.0,0.0,18
314,Bass Hill Landfill,5353.0,2,2015,707.0,0.0,18
315,Westwood Landfill,31.0,2,2015,707.0,0.0,18
317,Bass Hill Landfill,5674.0,3,2015,874.0,0.0,18
318,Westwood Landfill,26.0,3,2015,874.0,0.0,18
320,Bass Hill Landfill,4599.0,4,2015,764.0,0.0,18
321,Westwood Landfill,4.0,4,2015,764.0,0.0,18
324,Bass Hill Landfill,4486.0,1,2016,442.0,0.0,18
326,Bass Hill Landfill,5294.0,2,2016,1290.0,0.0,18
327,Westwood Landfill,33.0,2,2016,72.0,0.0,18
329,Bass Hill Landfill,5248.0,3,2016,542.0,0.0,18
330,Westwood Landfill,10.0,3,2016,24.0,0.0,18
332,Bass Hill Landfill,4449.0,4,2016,489.0,0.0,18
335,Bass Hill Landfill,4465.0,1,2017,626.0,0.0,18
337,Bass Hill Landfill,5799.0,2,2017,1615.0,0.0,18
338,Westwood Landfill,32.0,2,2017,67.0,0.0,18
340,Bass Hill Landfill,5503.0,3,2017,1136.0,0.0,18
341,Westwood Landfill,37.0,3,2017,73.0,0.0,18
343,Bass Hill Landfill,4870.0,4,2017,728.0,0.0,18
344,Westwood Landfill,4870.0,4,2017,728.0,0.0,18
7,Antelope Valley Public Landfill I,43117.0,1,1995,69430.75,135731.99,19
8,Azusa Land Reclamation Co. Landfill,96902.54,1,1995,69430.75,135731.99,19
9,BKK Sanitary Landfill,721170.25,1,1995,69430.75,135731.99,19
10,Bradley Landfill West And West Extension,336657.02,1,1995,69430.75,135731.99,19
11,Brand Park Landfill,1966.0,1,1995,69430.75,135731.99,19
12,Burbank Landfill Site No. 3,10701.8,1,1995,69430.75,135731.99,19
13,Calabasas Landfill,174478.0,1,1995,5548.75,135731.99,19
14,Chiquita Canyon Sanitary Landfill,123273.0,1,1995,5548.75,135731.99,19
15,Commerce Refuse-To-Energy Facility,123273.0,1,1995,5548.75,25819.0,19
16,Lancaster Landfill and Recycling Center,43505.0,1,1995,5548.75,25819.0,19
17,Lopez Canyon Sanitary Landfill,234266.0,1,1995,5548.75,25819.0,19
18,Pebbly Beach (Avalon) Disposal Site,565.65,1,1995,5548.75,25819.0,19
19,Peck Road Gravel Pit,22387.0,1,1995,5548.75,25819.0,19
20,Puente Hills Landfill,822371.0,1,1995,43295.13,25819.0,19
21,Reliance Landfill,78060.0,1,1995,43295.13,25819.0,19
22,San Clemente Island Landfill,141.13,1,1995,43295.13,25819.0,19
23,Savage Canyon Landfill,17741.68,1,1995,43295.13,25819.0,19
24,Scholl Canyon Landfill,112335.0,1,1995,7924.72,25819.0,19
25,Southeast Resource Recovery Facility,112335.0,1,1995,7924.72,109912.99,19
26,Spadra Sanitary Landfill #2,165169.03,1,1995,12662.15,109912.99,19
27,Two Harbors Landfill Site,19.0,1,1995,12662.15,109912.99,19
29,Antelope Valley Public Landfill I,45342.0,2,1995,59192.02,141213.02,19
30,Azusa Land Reclamation Co. Landfill,120447.0,2,1995,59192.02,141213.02,19
31,BKK Sanitary Landfill,783390.06,2,1995,59192.02,141213.02,19
32,Bradley Landfill West And West Extension,322431.0,2,1995,59192.02,141213.02,19
33,Brand Park Landfill,1290.0,2,1995,59192.02,141213.02,19
34,Burbank Landfill Site No. 3,10410.5,2,1995,59192.02,141213.02,19
35,Calabasas Landfill,178680.0,2,1995,3832.93,141213.02,19
36,Chiquita Canyon Sanitary Landfill,107844.0,2,1995,3832.93,141213.02,19
37,Commerce Refuse-To-Energy Facility,107844.0,2,1995,3832.93,23908.0,19
38,Lancaster Landfill and Recycling Center,48079.0,2,1995,3832.93,23908.0,19
39,Lopez Canyon Sanitary Landfill,232899.0,2,1995,3832.93,23908.0,19
40,Pebbly Beach (Avalon) Disposal Site,944.62,2,1995,3832.93,23908.0,19
41,Peck Road Gravel Pit,29734.0,2,1995,3832.93,23908.0,19
42,Puente Hills Landfill,802785.04,2,1995,32013.31,23908.0,19
43,Reliance Landfill,129006.0,2,1995,32013.31,23908.0,19
44,San Clemente Island Landfill,162.78,2,1995,32013.31,23908.0,19
45,Savage Canyon Landfill,17410.0,2,1995,32013.31,23908.0,19
46,Scholl Canyon Landfill,121775.0,2,1995,11361.29,23908.0,19
47,Southeast Resource Recovery Facility,121775.0,2,1995,11361.29,117305.02,19
48,Spadra Sanitary Landfill #2,166720.0,2,1995,11984.49,117305.02,19
49,Two Harbors Landfill Site,44.92,2,1995,11984.49,117305.02,19
51,Antelope Valley Public Landfill I,41486.0,3,1995,60348.18,151991.01,19
52,Azusa Land Reclamation Co. Landfill,138247.98,3,1995,60348.18,151991.01,19
53,BKK Sanitary Landfill,771080.38,3,1995,60348.18,151991.01,19
54,Bradley Landfill West And West Extension,311108.83,3,1995,60348.18,151991.01,19
55,Brand Park Landfill,2446.0,3,1995,60348.18,151991.01,19
56,Burbank Landfill Site No. 3,9769.0,3,1995,60348.18,151991.01,19
57,Calabasas Landfill,177366.01,3,1995,6180.69,151991.01,19
58,Chiquita Canyon Sanitary Landfill,103370.0,3,1995,6180.69,151991.01,19
59,Commerce Refuse-To-Energy Facility,103370.0,3,1995,6180.69,25981.0,19
60,Lancaster Landfill and Recycling Center,50524.0,3,1995,6180.69,25981.0,19
61,Lopez Canyon Sanitary Landfill,220721.0,3,1995,6180.69,25981.0,19
62,Pebbly Beach (Avalon) Disposal Site,576.85,3,1995,6180.69,25981.0,19
63,Peck Road Gravel Pit,31705.0,3,1995,6180.69,25981.0,19
64,Puente Hills Landfill,808127.03,3,1995,28384.97,25981.0,19
65,Reliance Landfill,117574.0,3,1995,28384.97,25981.0,19
66,San Clemente Island Landfill,169.18,3,1995,28384.97,25981.0,19
67,Savage Canyon Landfill,19190.22,3,1995,28384.97,25981.0,19
68,Scholl Canyon Landfill,118094.0,3,1995,12691.27,25981.0,19
69,Southeast Resource Recovery Facility,118094.0,3,1995,12691.27,126010.01,19
70,Spadra Sanitary Landfill #2,193551.96,3,1995,13091.25,126010.01,19
71,Two Harbors Landfill Site,44.53,3,1995,13091.25,126010.01,19
73,Antelope Valley Public Landfill I,42480.0,4,1995,65683.61,143617.98,19
74,Azusa Land Reclamation Co. Landfill,139491.03,4,1995,65683.61,143617.98,19
75,BKK Sanitary Landfill,777711.98,4,1995,65683.61,143617.98,19
76,Bradley Landfill West And West Extension,297526.02,4,1995,65683.61,143617.98,19
77,Brand Park Landfill,2964.0,4,1995,65683.61,143617.98,19
78,Burbank Landfill Site No. 3,10374.9,4,1995,65683.61,143617.98,19
79,Calabasas Landfill,143064.0,4,1995,6655.13,143617.98,19
80,Chiquita Canyon Sanitary Landfill,99020.84,4,1995,6655.13,143617.98,19
81,Commerce Refuse-To-Energy Facility,99020.84,4,1995,6655.13,26841.99,19
82,Lancaster Landfill and Recycling Center,42813.0,4,1995,6655.13,26841.99,19
83,Lopez Canyon Sanitary Landfill,237977.0,4,1995,6655.13,26841.99,19
84,Pebbly Beach (Avalon) Disposal Site,417.0,4,1995,6655.13,26841.99,19
85,Peck Road Gravel Pit,28443.0,4,1995,6655.13,26841.99,19
86,Puente Hills Landfill,735790.04,4,1995,30356.44,26841.99,19
87,Reliance Landfill,115302.0,4,1995,30356.44,26841.99,19
88,San Clemente Island Landfill,159.8,4,1995,30356.44,26841.99,19
89,Savage Canyon Landfill,18091.21,4,1995,30356.44,26841.99,19
90,Scholl Canyon Landfill,99503.0,4,1995,14338.51,26841.99,19
91,Southeast Resource Recovery Facility,99503.0,4,1995,14338.51,116775.99,19
92,Spadra Sanitary Landfill #2,167886.02,4,1995,14333.53,116775.99,19
95,Antelope Valley Public Landfill I,42654.0,1,1996,63132.88,135538.83,19
96,Azusa Land Reclamation Co. Landfill,114027.0,1,1996,63132.88,135538.83,19
97,BKK Sanitary Landfill,745929.16,1,1996,63132.88,135538.83,19
98,Bradley Landfill West And West Extension,278219.32,1,1996,63132.88,135538.83,19
99,Brand Park Landfill,3249.0,1,1996,63132.88,135538.83,19
100,Burbank Landfill Site No. 3,10403.0,1,1996,63132.88,135538.83,19
101,Calabasas Landfill,125124.26,1,1996,6586.56,135538.83,19
102,Chiquita Canyon Sanitary Landfill,94026.0,1,1996,6586.56,135538.83,19
103,Commerce Refuse-To-Energy Facility,94026.0,1,1996,6586.56,24928.82,19
104,Lancaster Landfill and Recycling Center,24900.0,1,1996,6586.56,24928.82,19
105,Lopez Canyon Sanitary Landfill,205813.0,1,1996,6586.56,24928.82,19
106,Pebbly Beach (Avalon) Disposal Site,651.0,1,1996,6586.56,24928.82,19
107,Peck Road Gravel Pit,24288.0,1,1996,6586.56,24928.82,19
108,Puente Hills Landfill,715038.05,1,1996,28886.7,24928.82,19
109,Reliance Landfill,104097.0,1,1996,28886.7,24928.82,19
110,San Clemente Island Landfill,148.8,1,1996,28886.7,24928.82,19
111,Savage Canyon Landfill,17021.84,1,1996,28886.7,24928.82,19
112,Scholl Canyon Landfill,97761.48,1,1996,14336.23,24928.82,19
113,Southeast Resource Recovery Facility,97761.48,1,1996,14336.23,110610.01,19
114,Spadra Sanitary Landfill #2,175119.98,1,1996,13323.39,110610.01,19
116,Antelope Valley Public Landfill I,45184.0,2,1996,69648.88,138704.72,19
117,Azusa Land Reclamation Co. Landfill,89964.82,2,1996,69648.88,138704.72,19
118,BKK Sanitary Landfill,795839.18,2,1996,69648.88,138704.72,19
119,Bradley Landfill West And West Extension,316727.01,2,1996,69648.88,138704.72,19
120,Brand Park Landfill,4024.0,2,1996,69648.88,138704.72,19
121,Burbank Landfill Site No. 3,10303.0,2,1996,69648.88,138704.72,19
122,Calabasas Landfill,135733.0,2,1996,6921.66,138704.72,19
123,Chiquita Canyon Sanitary Landfill,101717.0,2,1996,6921.66,138704.72,19
124,Commerce Refuse-To-Energy Facility,101717.0,2,1996,6921.66,27324.99,19
125,Lancaster Landfill and Recycling Center,28549.0,2,1996,6921.66,27324.99,19
126,Lopez Canyon Sanitary Landfill,208045.0,2,1996,6921.66,27324.99,19
127,"Nu-Way Live Oak Reclamation, Inc.",47411.0,2,1996,6921.66,27324.99,19
128,Pebbly Beach (Avalon) Disposal Site,804.0,2,1996,6921.66,27324.99,19
129,Peck Road Gravel Pit,20859.0,2,1996,6921.66,27324.99,19
130,Puente Hills Landfill,826889.99,2,1996,35306.15,27324.99,19
131,Reliance Landfill,102747.0,2,1996,35306.15,27324.99,19
132,San Clemente Island Landfill,151.13,2,1996,35306.15,27324.99,19
133,Savage Canyon Landfill,18412.98,2,1996,35306.15,27324.99,19
134,Scholl Canyon Landfill,100555.98,2,1996,15062.66,27324.99,19
135,Southeast Resource Recovery Facility,100555.98,2,1996,15062.66,111379.73,19
136,Spadra Sanitary Landfill #2,186363.95,2,1996,12358.41,111379.73,19
138,Antelope Valley Public Landfill I,46778.0,3,1996,70332.25,111753.71,19
139,Azusa Land Reclamation Co. Landfill,118955.8,3,1996,70332.25,111753.71,19
140,BKK Sanitary Landfill,682698.98,3,1996,70332.25,111753.71,19
141,Bradley Landfill West And West Extension,370348.99,3,1996,70332.25,111753.71,19
142,Brand Park Landfill,4922.0,3,1996,70332.25,111753.71,19
143,Burbank Landfill Site No. 3,10098.0,3,1996,70332.25,111753.71,19
144,Calabasas Landfill,133263.0,3,1996,7167.68,111753.71,19
145,Chiquita Canyon Sanitary Landfill,111716.0,3,1996,7167.68,111753.71,19
146,Commerce Refuse-To-Energy Facility,111716.0,3,1996,7167.68,28534.98,19
147,Lancaster Landfill and Recycling Center,28479.0,3,1996,7167.68,28534.98,19
148,"Nu-Way Live Oak Reclamation, Inc.",158541.0,3,1996,7167.68,28534.98,19
149,Pebbly Beach (Avalon) Disposal Site,434.77,3,1996,7167.68,28534.98,19
150,Peck Road Gravel Pit,21566.0,3,1996,7167.68,28534.98,19
151,Puente Hills Landfill,824720.98,3,1996,33475.02,28534.98,19
152,Reliance Landfill,113827.0,3,1996,33475.02,28534.98,19
153,San Clemente Island Landfill,130.25,3,1996,33475.02,28534.98,19
154,Savage Canyon Landfill,20552.45,3,1996,33475.02,28534.98,19
155,Scholl Canyon Landfill,102239.01,3,1996,13044.2,28534.98,19
156,Southeast Resource Recovery Facility,102239.01,3,1996,13044.2,83218.73,19
157,Spadra Sanitary Landfill #2,184795.0,3,1996,16645.35,83218.73,19
158,Sunshine Canyon SLF County Extension,70975.38,3,1996,16645.35,83218.73,19
160,Antelope Valley Public Landfill I,48952.0,4,1996,71538.13,111780.2,19
161,Azusa Land Reclamation Co. Landfill,34380.03,4,1996,71538.13,111780.2,19
162,Bradley Landfill West And West Extension,458789.01,4,1996,71538.13,111780.2,19
163,Brand Park Landfill,2862.0,4,1996,71538.13,111780.2,19
164,Burbank Landfill Site No. 3,10190.0,4,1996,71538.13,111780.2,19
165,Calabasas Landfill,127059.98,4,1996,8512.22,111780.2,19
166,Chiquita Canyon Sanitary Landfill,137454.0,4,1996,8512.22,111780.2,19
167,Commerce Refuse-To-Energy Facility,137454.0,4,1996,8512.22,27997.0,19
168,Lancaster Landfill and Recycling Center,45596.0,4,1996,8512.22,27997.0,19
169,"Nu-Way Live Oak Reclamation, Inc.",158558.0,4,1996,8512.22,27997.0,19
170,Pebbly Beach (Avalon) Disposal Site,403.31,4,1996,8512.22,27997.0,19
171,Peck Road Gravel Pit,9408.0,4,1996,8512.22,27997.0,19
172,Puente Hills Landfill,915453.03,4,1996,32965.23,27997.0,19
173,Reliance Landfill,96728.0,4,1996,32965.23,27997.0,19
174,San Clemente Island Landfill,145.88,4,1996,32965.23,27997.0,19
175,Savage Canyon Landfill,20645.43,4,1996,32965.23,27997.0,19
176,Scholl Canyon Landfill,110997.01,4,1996,16265.82,27997.0,19
177,Southeast Resource Recovery Facility,110997.01,4,1996,16265.82,83783.2,19
178,Spadra Sanitary Landfill #2,195054.05,4,1996,13794.86,83783.2,19
179,Sunshine Canyon SLF County Extension,226036.6,4,1996,13794.86,83783.2,19
182,Antelope Valley Public Landfill I,49413.0,1,1997,85240.96,108444.82,19
183,Azusa Land Reclamation Co. Landfill,28675.33,1,1997,85240.96,108444.82,19
184,Bradley Landfill West And West Extension,458034.0,1,1997,85240.96,108444.82,19
185,Brand Park Landfill,3222.0,1,1997,85240.96,108444.82,19
186,Burbank Landfill Site No. 3,10330.0,1,1997,85240.96,108444.82,19
187,Calabasas Landfill,121520.99,1,1997,7785.23,108444.82,19
188,Chiquita Canyon Sanitary Landfill,135832.0,1,1997,7785.23,108444.82,19
189,Commerce Refuse-To-Energy Facility,135832.0,1,1997,7785.23,29080.01,19
190,Lancaster Landfill and Recycling Center,39030.0,1,1997,7785.23,29080.01,19
191,"Nu-Way Live Oak Reclamation, Inc.",142945.0,1,1997,7785.23,29080.01,19
192,Pebbly Beach (Avalon) Disposal Site,490.06,1,1997,7785.23,29080.01,19
193,Peck Road Gravel Pit,10179.0,1,1997,7785.23,29080.01,19
194,Puente Hills Landfill,910804.99,1,1997,42878.73,29080.01,19
195,Reliance Landfill,83711.0,1,1997,42878.73,29080.01,19
196,San Clemente Island Landfill,134.14,1,1997,42878.73,29080.01,19
197,Savage Canyon Landfill,21988.09,1,1997,42878.73,29080.01,19
198,Scholl Canyon Landfill,129777.0,1,1997,17615.3,29080.01,19
199,Southeast Resource Recovery Facility,129777.0,1,1997,17615.3,79364.81,19
200,Spadra Sanitary Landfill #2,190444.04,1,1997,16961.7,79364.81,19
201,Sunshine Canyon SLF County Extension,178551.39,1,1997,16961.7,79364.81,19
203,Antelope Valley Public Landfill I,56801.0,2,1997,87193.83,113234.26,19
204,Azusa Land Reclamation Co. Landfill,29279.76,2,1997,87193.83,113234.26,19
205,Bradley Landfill West And West Extension,436165.02,2,1997,87193.83,113234.26,19
206,Brand Park Landfill,5820.0,2,1997,87193.83,113234.26,19
207,Burbank Landfill Site No. 3,10193.0,2,1997,87193.83,113234.26,19
208,Calabasas Landfill,131100.01,2,1997,9005.64,113234.26,19
209,Chiquita Canyon Sanitary Landfill,164720.0,2,1997,9005.64,113234.26,19
210,Commerce Refuse-To-Energy Facility,164720.0,2,1997,9005.64,29487.02,19
211,Lancaster Landfill and Recycling Center,42224.0,2,1997,9005.64,29487.02,19
212,"Nu-Way Live Oak Reclamation, Inc.",156597.0,2,1997,9005.64,29487.02,19
213,Pebbly Beach (Avalon) Disposal Site,510.5,2,1997,9005.64,29487.02,19
